"locus"	"pdbid"	"qstart2"	"qend2"	"sstart2"	"send2"	"strain_type"	"p_value"
"YDL103C"	"8_474_2yqc.1.A_5b3d0bb5a03a1b6d0383f8cb"	"NA"	"NA"	8	474	"glycerol_high"	"0.3289"
"YDR380W"	"25_630_2w93.1.B_5b40870a08cc8f4c087d1030"	"NA"	"NA"	25	630	"glycerol_high"	"0.2978"
"YDR380W"	"23_632_2w93.1.B_5b40870a08cc8f4c087d1027"	"NA"	"NA"	23	632	"glycerol_high"	"0.4166"
"YGR267C"	"47_239_1fb1.1.A_5b3d68ae3b85d1733b3a4b6b"	"NA"	"NA"	47	239	"glycerol_high"	"NA"
"YKL029C"	"98_656_1pjl.1.A_5b413ef31a200b32477d2991"	"NA"	"NA"	98	656	"glycerol_high"	"0.996"
"YDR321W"	"53_379_5i48.1.A_5b3aaa7c9ffd129c582a6ec1"	"NA"	"NA"	53	379	"glycerol_high"	"0.0309"
"YBR018C"	"5_362_1gup.1.A_5b3a776b08cc8f2d44943894"	"NA"	"NA"	5	362	"glycerol_high"	"0.4421"
"YNL331C"	"15_341_3lut.1.A_5b3a983dd60c59b47e4726b9"	"NA"	"NA"	15	341	"glycerol_high"	"0.8644"
"YNL331C"	"16_350_4xk2.1.A_5b3a983dd60c59b47e4726b5"	"NA"	"NA"	16	350	"glycerol_high"	"0.4292"
"YOR180C"	"4_260_4zdd.1.A_5b3cdb5f3b85d1993565d78a"	"NA"	"NA"	4	260	"glycerol_high"	"0.1555"
"YHR046C"	"5_286_2hhm.1.B_5b3b6cff9ffd1257492cd2b9"	"NA"	"NA"	5	286	"glycerol_high"	"0.3294"
"YAL039C"	"228_252_2vvd.1.A_5b3cea751a200bf7a600ffb2"	"NA"	"NA"	228	252	"glycerol_high"	"NA"
"YHR072W"	"12_731_1w6j.1.A_5b4276b308cc8f55cc1196fa"	"NA"	"NA"	12	731	"glycerol_high"	"0.9717"
"YPL111W"	"13_333_4ity.1.A_5b3aa7903b85d10348bbc6d1"	"NA"	"NA"	13	333	"glycerol_high"	"0.1692"
"YOR163W"	"23_179_2duk.1.A_5b404464732c1e11929bd2de"	"NA"	"NA"	23	179	"glycerol_high"	"0.7016"
"YKL060C"	"1_357_3qm3.1.A_5b3a51848fd6f904c80cc5b2"	"NA"	"NA"	1	357	"glycerol_high"	"0.1631"
"YBR111C"	"29_231_2dsb.1.A_5b3dc04d8fd6f9a2895af0d6"	"NA"	"NA"	29	231	"glycerol_high"	"0.0951"
"YOL140W"	"3_422_5eav.1.B_5b3b3e8c08cc8fdeafb33c99"	"NA"	"NA"	3	422	"glycerol_high"	"0.8667"
"YOL140W"	"23_421_2e54.1.A_5b3b3e8c08cc8fdeafb33c95"	"NA"	"NA"	23	421	"glycerol_high"	"0.8603"
"YCL064C"	"4_327_1pwh.2.A_5b3a55d6d60c59466b4c7ddb"	"NA"	"NA"	4	327	"glycerol_high"	"0.7177"
"YMR110C"	"17_495_4qgk.1.A_5b3dfca3a03a1b7dadc1cbab"	"NA"	"NA"	17	495	"glycerol_high"	"0.2152"
"YGR282C"	"24_311_4wtp.1.A_5b3affa808cc8f3f95803bc3"	"NA"	"NA"	24	311	"glycerol_high"	"0.5311"
"YOR128C"	"1_384_3k5i.1.A_5b3f038aa03a1ba44df3f09d"	"NA"	"NA"	1	384	"glycerol_high"	"0.9805"
"YOR303W"	"199_353_2a9v.1.A_5b3b10509ffd1253dfa5bfa6"	"NA"	"NA"	199	353	"glycerol_high"	"0.0415"
"YOR303W"	"5_376_5dot.1.A_5b3b10509ffd1253dfa5bfa2"	"NA"	"NA"	5	376	"glycerol_high"	"0.1465"
"YHR001W"	"46_436_4ph7.1.A_5b3b74281a200b3f21b4acce"	"NA"	"NA"	46	436	"glycerol_high"	"0.1011"
"YGL125W"	"1_599_6fcx.1.A_5b3fb3061a200b5dc2bb29f0"	"NA"	"NA"	1	599	"glycerol_high"	"0.4722"
"YLR239C"	"73_285_1w66.1.A_5b3abb17732c1eb6ef2b4504"	"NA"	"NA"	73	285	"glycerol_high"	"0.2616"
"YNR001C"	"42_474_1al6.1.A_5b3d0f60732c1e1783377b65"	"NA"	"NA"	42	474	"glycerol_high"	"0.7015"
"YDR376W"	"14_486_1e6e.2.A_5b3d40f4732c1eadafafcd7d"	"NA"	"NA"	14	486	"glycerol_high"	"0.6813"
"YDR376W"	"17_491_1e1m.1.A_5b3d40f4732c1eadafafcd79"	"NA"	"NA"	17	491	"glycerol_high"	"0.0016"
"YGL256W"	"2_380_3owo.1.A_5b3aaf0cd60c59aa613c3d84"	"NA"	"NA"	2	380	"glycerol_high"	"0.669"
"YGR094W"	"146_1099_1ivs.2.B_5b47b3e4732c1e804d3049c0"	"NA"	"NA"	146	1099	"glycerol_high"	"0.9513"
"YJL200C"	"26_787_1b0m.1.A_5b437f20732c1e9b6f777de1"	"NA"	"NA"	26	787	"glycerol_high"	"0.8034"
"YLR395C"	"29_75_5wau.1.Y_5b241422afa3585bb32ba49c"	"NA"	"NA"	29	75	"glycerol_high"	"NA"
"YDL243C"	"5_304_4xk2.1.A_5b3ab603732c1e8fd911db14"	"NA"	"NA"	5	304	"glycerol_high"	"0.2793"
"YOR317W"	"165_698_5msc.1.A_5b4c278ec4494f621183497b"	"NA"	"NA"	165	698	"glycerol_high"	"0.085"
"YLR089C"	"109_591_3tcm.1.A_5b3f96f2732c1e5780c03841"	"NA"	"NA"	109	591	"glycerol_high"	"0.9116"
"YER055C"	"13_297_1nh8.1.A_5b3b606d8fd6f9e84d7bb915"	"NA"	"NA"	13	297	"glycerol_high"	"0.8593"
"YGR087C"	"2_559_2w93.1.B_5b3ed1739ffd129baaf7da2f"	"NA"	"NA"	2	559	"glycerol_high"	"0.1707"
"YCL050C"	"3_321_4i5t.1.A_5b3ad6068fd6f9d55d0b4ba9"	"NA"	"NA"	3	321	"glycerol_high"	"0.1824"
"YOL068C"	"55_494_4iao.1.A_5b3d5d043b85d160222adc20"	"NA"	"NA"	55	494	"glycerol_high"	"0.0072"
"YMR323W"	"1_433_5td9.1.B_5b3b7267732c1e22f8cee7b9"	"NA"	"NA"	1	433	"glycerol_high"	"NA"
"YNR027W"	"7_312_2yxu.1.A_5b3ae92c732c1e1085839879"	"NA"	"NA"	7	312	"glycerol_high"	"0.8801"
"YBR295W"	"553_1216_4bbj.1.A_5b4f8c2c9ffd12500522ee2b"	"NA"	"NA"	553	1216	"glycerol_high"	"0.2144"
"YIR036C"	"2_258_3kzv.1.A_5b3d074a08cc8f8fc27735e5"	"NA"	"NA"	2	258	"glycerol_high"	"0.797"
"YPL088W"	"3_336_1qrq.1.A_5b3a81121a200bfb92de4926"	"NA"	"NA"	3	336	"glycerol_high"	"0.7715"
"YBR126C"	"16_481_5huv.1.A_5b3d44e71a200b3bd5ca000b"	"NA"	"NA"	16	481	"glycerol_high"	"0.9992"
"YLR244C"	"79_379_3s6b.1.A_5b3abea68fd6f9d34e93ffe8"	"NA"	"NA"	79	379	"glycerol_high"	"NA"
"YIL107C"	"136_604_4d4j.1.A_5b440d2bd60c59aa25581607"	"NA"	"NA"	136	604	"glycerol_high"	"0.0505"
"YIL107C"	"182_634_5hr5.1.A_5b440d2bd60c59aa25581603"	"NA"	"NA"	182	634	"glycerol_high"	"0.0607"
"YDR148C"	"180_216_3dv0.1.E_5b3cafd2a03a1b174a0f4b2f"	"NA"	"NA"	180	216	"glycerol_high"	"NA"
"YDR148C"	"235_461_1c4t.1.A_5b3cafd2a03a1b174a0f4b2b"	"NA"	"NA"	235	461	"glycerol_high"	"0.7751"
"YFR030W"	"643_1035_4y7c.2.A_5b470f7c3b85d158e5b07367"	"NA"	"NA"	643	1035	"glycerol_high"	"0.6316"
"YEL070W"	"12_500_1m2w.1.A_5b3d5ae008cc8fd45b5aa68c"	"NA"	"NA"	12	500	"glycerol_high"	"0.3127"
"YGR010W"	"156_383_1kku.1.A_5b3ad81908cc8f37ea112192"	"NA"	"NA"	156	383	"glycerol_high"	"0.1014"
"YDR410C"	"16_239_5v7p.1.A_5b3d7bb7732c1ecc74846324"	"NA"	"NA"	16	239	"glycerol_high"	"0.065"
"YLR172C"	"1_267_3i4t.1.A_5b3b4ffba03a1b8dbacf1657"	"NA"	"NA"	1	267	"glycerol_high"	"0.1514"
"YBR145W"	"5_351_5yat.1.A_5b3a52fd732c1ef22aa26821"	"NA"	"NA"	5	351	"glycerol_high"	"0.8049"
"YJR155W"	"4_262_4xk2.1.A_5b3b9616732c1ef08d845c5a"	"NA"	"NA"	4	262	"glycerol_high"	"0.8917"
"YOR374W"	"33_518_4wj9.1.A_5b3d925f08cc8f274b1f27e9"	"NA"	"NA"	33	518	"glycerol_high"	"0.2596"
"YDR038C"	"14_1052_5mpm.1.A_5b47a739a03a1b51eca84e17"	"NA"	"NA"	14	1052	"glycerol_high"	"NA"
"YPL006W"	"367_552_5kwy.1.B_5b4e3d74a03a1bcd3f3d218b"	"NA"	"NA"	367	552	"glycerol_high"	"0.1263"
"YNR012W"	"281_500_1jlr.1.B_5b3d5771732c1ea7f0f015a1"	"NA"	"NA"	281	500	"glycerol_high"	"0.7885"
"YNR012W"	"55_259_1ufq.1.B_5b3d5771732c1ea7f0f0159d"	"NA"	"NA"	55	259	"glycerol_high"	"0.4498"
"YKL106W"	"17_447_2cst.1.A_5b3bafcd1a200b6e93af20d5"	"NA"	"NA"	17	447	"glycerol_high"	"0.2334"
"YGL167C"	"24_942_3wgu.2.A_5b4625d21a200b58fed83f7f"	"NA"	"NA"	24	942	"glycerol_high"	"0.5039"
"YPR006C"	"37_555_5e9g.1.A_5b3f1e379ffd12e8fd1b4f58"	"NA"	"NA"	37	555	"glycerol_high"	"0.5885"
"YJL130C"	"19_1487_5dou.1.A_5b2500027aaa0d62c8706713"	"NA"	"NA"	19	1487	"glycerol_high"	"0.1248"
"YJL130C"	"1898_2210_5nnn.1.A_5b2500017aaa0d62c870670f"	"NA"	"NA"	1898	2210	"glycerol_high"	"0.8842"
"YAL061W"	"4_374_3ip1.1.A_5b3b2b50d60c59c8c3872a2e"	"NA"	"NA"	4	374	"glycerol_high"	"0.2251"
"YHL011C"	"5_315_2h07.1.B_5b3adb459ffd129a1c1c7ae3"	"NA"	"NA"	5	315	"glycerol_high"	"NA"
"YDR538W"	"56_239_1sbz.1.A_5b3d6b1808cc8f96f00039f6"	"NA"	"NA"	56	239	"glycerol_high"	"0.2497"
"YPR192W"	"9_276_2w2e.1.A_5b3b3840d60c595f6b8c3b41"	"NA"	"NA"	9	276	"glycerol_high"	"0.0495"
"YGL119W"	"116_499_4ped.1.A_5b3d590fd60c59f0f90e3427"	"NA"	"NA"	116	499	"glycerol_high"	"0.972"
"YMR105C"	"4_569_5vg7.1.A_5b3ef65b732c1ea9a374bd11"	"NA"	"NA"	4	569	"glycerol_high"	"0.6522"
"YBR084W"	"345_975_5a4j.1.A_5b4677323b85d1dc3d256841"	"NA"	"NA"	345	975	"glycerol_high"	"0.6221"
"YBR084W"	"33_323_4a5o.1.A_5b4677323b85d1dc3d25683d"	"NA"	"NA"	33	323	"glycerol_high"	"0.5664"
"YPL028W"	"5_396_6aqp.1.A_5b3ae3e01a200bcaf14074ba"	"NA"	"NA"	5	396	"glycerol_high"	"0.7769"
"YDL205C"	"4_323_5m6r.1.A_5b3abc41732c1e00950b6785"	"NA"	"NA"	4	323	"glycerol_high"	"0.1075"
"YKL026C"	"2_161_2v1m.1.A_5b41a44b08cc8fe35c64b9b1"	"NA"	"NA"	2	161	"glycerol_high"	"0.4544"
"YNL141W"	"7_345_3rys.1.A_5b3a680c08cc8f7cd162155d"	"NA"	"NA"	7	345	"glycerol_high"	"0.9992"
"YPL061W"	"16_499_5fhz.1.A_5b3d5701a03a1bd26b5456dc"	"NA"	"NA"	16	499	"glycerol_high"	"0.5943"
"YHR137W"	"18_509_3ath.1.A_5b3d7f7408cc8f7a1b52accf"	"NA"	"NA"	18	509	"glycerol_high"	"0.6282"
"YHR137W"	"11_510_4je5.1.A_5b3d7f7408cc8f7a1b52accb"	"NA"	"NA"	11	510	"glycerol_high"	"0.8493"
"YEL047C"	"5_466_5glg.1.A_5b3cf006732c1ea549d868c9"	"NA"	"NA"	5	466	"glycerol_high"	"0.3288"
"YBR281C"	"429_878_2zog.1.A_5b451acba03a1bc290e876e8"	"NA"	"NA"	429	878	"glycerol_high"	"0.749"
"YGR012W"	"45_391_5jjc.1.A_5b3ad391d60c59389f2fb533"	"NA"	"NA"	45	391	"glycerol_high"	"0.9784"
"YHR144C"	"163_302_1vq2.1.A_5b3b08c508cc8f29cb803751"	"NA"	"NA"	163	302	"glycerol_high"	"NA"
"YEL011W"	"13_699_3aml.1.A_5b41ee82d60c5974dc0cf72c"	"NA"	"NA"	13	699	"glycerol_high"	"0.2908"
"YEL011W"	"25_700_5clt.1.A_5b41ee82d60c5974dc0cf728"	"NA"	"NA"	25	700	"glycerol_high"	"0.1554"
"YER178W"	"59_407_2ozl.1.A_5b3b3497d60c59995f7e3b38"	"NA"	"NA"	59	407	"glycerol_high"	"NA"
"YDL219W"	"1_149_5j61.4.B_5b42f9313b85d15bcaf5be04"	"NA"	"NA"	1	149	"glycerol_high"	"0.0687"
"YOR120W"	"10_305_5hnu.1.B_5b45a1a1c4494f71b1fc9174"	"NA"	"NA"	10	305	"glycerol_high"	"0.6583"
"YDL131W"	"26_406_3mi3.1.A_5b3b8c1b3b85d1d00ead33c0"	"NA"	"NA"	26	406	"glycerol_high"	"NA"
"YDL131W"	"35_404_3a9i.1.A_5b3b8c1b3b85d1d00ead33bc"	"NA"	"NA"	35	404	"glycerol_high"	"NA"
"YLR058C"	"17_467_5v7i.1.A_5b3cec819ffd12fa3e21316b"	"NA"	"NA"	17	467	"glycerol_high"	"0.5705"
"YLR070C"	"5_355_3qe3.1.A_5b3a46849ffd12f6c9e8e8cc"	"NA"	"NA"	5	355	"glycerol_high"	"0.0271"
"YLL001W"	"4_388_3w6n.1.B_5b4480ec8fd6f99b1bb5c181"	"NA"	"NA"	4	388	"glycerol_high"	"NA"
"YEL029C"	"2_312_1lhr.1.B_5b3b0a5e732c1ee3ba2b35be"	"NA"	"NA"	2	312	"glycerol_high"	"0.994"
"YER073W"	"32_517_4wj9.1.A_5b3d988108cc8fdb029bb212"	"NA"	"NA"	32	517	"glycerol_high"	"0.4596"
"YDR272W"	"1_274_1qh5.1.A_5b3ca5c78fd6f993c3ab0834"	"NA"	"NA"	1	274	"glycerol_high"	"0.1858"
"YBL068W"	"13_321_2h07.1.B_5b3ac0e0732c1eee35dcac51"	"NA"	"NA"	13	321	"glycerol_high"	"0.8877"
"YML125C"	"62_301_2eix.1.A_5b3b08a41a200b0540977a36"	"NA"	"NA"	62	301	"glycerol_high"	"NA"
"YKL088W"	"308_503_1mvl.1.A_5b3f0225a03a1b8ae4bbe95b"	"NA"	"NA"	308	503	"glycerol_high"	"0.3015"
"YML126C"	"48_490_2p8u.1.A_5b504768c4494f1942c3337d"	"NA"	"NA"	48	490	"glycerol_high"	"0.5599"
"YDR242W"	"54_549_2wj1.1.A_5b3e787a08cc8f8e85b1df12"	"NA"	"NA"	54	549	"glycerol_high"	"0.2984"
"YDL166C"	"8_175_5jzv.1.A_5b3fb80ad60c5938040c4a7a"	"NA"	"NA"	8	175	"glycerol_high"	"0.6495"
"YDL166C"	"8_176_4cvn.1.A_5b3fb80ad60c5938040c4a76"	"NA"	"NA"	8	176	"glycerol_high"	"0.6937"
"YBR229C"	"27_899_5dkx.1.A_5b46324b1a200bfe2577c2c2"	"NA"	"NA"	27	899	"glycerol_high"	"0.5076"
"YBR229C"	"21_954_5dkx.1.A_5b46324b1a200bfe2577c2be"	"NA"	"NA"	21	954	"glycerol_high"	"0.5323"
"YFL059W"	"3_282_3fem.1.A_5b3b5aa208cc8f0dbe44ca99"	"NA"	"NA"	3	282	"glycerol_high"	"NA"
"YDL178W"	"s5"	"NA"	"NA"	61	530	"glycerol_high"	"0.176"
"YBR278W"	"s6"	"NA"	"NA"	6	93	"glycerol_high"	"0.054"
"YOR311C"	"s7"	"NA"	"NA"	164	220	"glycerol_high"	"0.9961"
"YBR183W"	"s8"	"NA"	"NA"	262	313	"glycerol_high"	"NA"
"YKL087C"	"s9"	"NA"	"NA"	163	188	"glycerol_high"	"NA"
"YGR147C"	"s10"	"NA"	"NA"	98	129	"glycerol_high"	"NA"
"YOR081C"	"s11"	"NA"	"NA"	143	224	"glycerol_high"	"0.8088"
"YBR042C"	"s12"	"NA"	"NA"	308	334	"glycerol_high"	"NA"
"YJL011C"	"1_160_2ckz.2.A_5a5bd605c730d4324f99a9f2"	"NA"	"NA"	1	160	"glycerol_high"	"0.191"
"YDL150W"	"274_422_5fj9.1.A_59c98ab61405506a4858aded"	"NA"	"NA"	274	422	"glycerol_high"	"0.9906"
"YPR010C"	"674_1097_4g7h.1.C_5b4f2c779ffd1292cb557f3e"	"NA"	"NA"	674	1097	"glycerol_high"	"NA"
"YPR010C"	"11_1203_5m5w.1.B_5b4f2c779ffd1292cb557f3a"	"NA"	"NA"	11	1203	"glycerol_high"	"0.0865"
"YBR248C"	"1_552_1jvn.1.A_5b3e90241a200bc10444e4a6"	"NA"	"NA"	1	552	"glycerol_high"	"0.7054"
"YGR180C"	"3_325_1sms.1.A_5b3a73031a200b0c31210a92"	"NA"	"NA"	3	325	"glycerol_high"	"0.6123"
"YDL045C"	"1_304_2wsi.1.A_5b3b2dc3a03a1b42a579b9e1"	"NA"	"NA"	1	304	"glycerol_high"	"0.3954"
"YER070W"	"1_746_3paw.2.A_5b4540163b85d197f048f3e2"	"NA"	"NA"	1	746	"glycerol_high"	"0.0455"
"YER070W"	"15_796_1zyz.3.C_5b4540163b85d197f048f3dd"	"NA"	"NA"	15	796	"glycerol_high"	"0.0426"
"YBL035C"	"188_676_4y97.1.A_5b41f15d08cc8f2e30c701ce"	"NA"	"NA"	188	676	"glycerol_high"	"0.1403"
"YBL035C"	"201_673_4y97.1.A_5b41f15d08cc8f2e30c701ca"	"NA"	"NA"	201	673	"glycerol_high"	"0.0466"
"YBL035C"	"248_705_3flo.1.A_5b41f15d08cc8f2e30c701c6"	"NA"	"NA"	248	705	"glycerol_high"	"0.0793"
"YGR185C"	"8_356_2dlc.1.B_5b3ad765d60c59001d5f9339"	"NA"	"NA"	8	356	"glycerol_high"	"0.0585"
"YJR019C"	"13_116_1tbu.1.B_5a7c2fcb7aaa0db42362c70b"	"NA"	"NA"	13	116	"glycerol_high"	"0.575"
"YOR323C"	"1_435_1vlu.2.A_5b3c94b2a03a1b0f84bfe9e1"	"NA"	"NA"	1	435	"glycerol_high"	"0.1367"
"YOR323C"	"2_426_4i1w.1.A_5b3c94b2a03a1b0f84bfe9dd"	"NA"	"NA"	2	426	"glycerol_high"	"0.1489"
"YGR043C"	"12_333_3cq0.1.A_5b3aa92a9ffd125c5af2b82b"	"NA"	"NA"	12	333	"glycerol_high"	"0.3164"
"YPL188W"	"27_408_3afo.1.A_5b3b1ab79ffd1256a5bcd1b6"	"NA"	"NA"	27	408	"glycerol_high"	"0.7799"
"YPR118W"	"221_411_1w2w.1.B_5b3b12279ffd12c34fa3f944"	"NA"	"NA"	221	411	"glycerol_high"	"0.7339"
"YPR118W"	"2_401_4ldr.1.A_5b3b12269ffd12c34fa3f940"	"NA"	"NA"	2	401	"glycerol_high"	"0.283"
"YNL267W"	"700_1063_4bfr.1.A_5b47603b1a200b978b7a5fd3"	"NA"	"NA"	700	1063	"glycerol_high"	"0.6778"
"YAL035W"	"402_1002_3wbk.1.A_5b46c0b88fd6f95d9d5dc34f"	"NA"	"NA"	402	1002	"glycerol_high"	"0.8923"
"YAL035W"	"402_1002_3wbk.2.A_5b46c0b88fd6f95d9d5dc34b"	"NA"	"NA"	402	1002	"glycerol_high"	"0.9034"
"YAL035W"	"401_1002_3wbi.1.A_5b46c0b78fd6f95d9d5dc347"	"NA"	"NA"	401	1002	"glycerol_high"	"0.9234"
"YLR351C"	"2_282_1f89.1.A_5b3b7c861a200bf063cf52d2"	"NA"	"NA"	2	282	"glycerol_high"	"0.6682"
"YPL023C"	"2_655_6fcx.1.A_5b40fa1d9ffd1242f674adb8"	"NA"	"NA"	2	655	"glycerol_high"	"0.3812"
"YBR153W"	"8_242_4ha7.1.A_5b3d6682732c1e179216d2ba"	"NA"	"NA"	8	242	"glycerol_high"	"0.6649"
"YKL085W"	"18_333_1emd.1.A_5b3aa33308cc8f413610d751"	"NA"	"NA"	18	333	"glycerol_high"	"0.9984"
"YBL045C"	"27_457_1kyo.1.A_5b3c96a08fd6f9fb85183c47"	"NA"	"NA"	27	457	"glycerol_high"	"0.6262"
"YJR131W"	"34_549_1dl2.1.A_5b3e763b3b85d15b734778b9"	"NA"	"NA"	34	549	"glycerol_high"	"0.6289"
"YPL015C"	"1_293_2od2.1.A_5b3a49cd1a200b0aa4dde924"	"NA"	"NA"	1	293	"glycerol_high"	"0.7987"
"YOR116C"	"2_1452_6eu1.1.A_5b243ee8a52be78bca9a5684"	"NA"	"NA"	2	1452	"glycerol_high"	"0.1613"
"YKL182W"	"5_2050_3hmj.1.D_5b24e53e573f2050d9c246ff"	"NA"	"NA"	5	2050	"glycerol_high"	"0.0274"
"YJL002C"	"25_474_6ezn.1.A_5b3d074a08cc8f8fc27735b5"	"NA"	"NA"	25	474	"glycerol_high"	"0.157"
"YBR097W"	"1068_1454_5wlc.25.A_5b243f72a52be78bca9a5c54"	"NA"	"NA"	1068	1454	"glycerol_high"	"0.8633"
"YKR076W"	"11_370_5lkb.1.A_5b3a832e732c1e86e50161f1"	"NA"	"NA"	11	370	"glycerol_high"	"0.4088"
"YPR035W"	"21_366_3fky.1.A_5b3a8e0f08cc8fd9885871e3"	"NA"	"NA"	21	366	"glycerol_high"	"NA"
"YGL156W"	"706_839_3blc.1.A_5b4784db732c1ebdcd1915a7"	"NA"	"NA"	706	839	"glycerol_high"	"0.0256"
"YBR299W"	"6_582_3axh.1.A_5b3f5bae9ffd12d5a8d83233"	"NA"	"NA"	6	582	"glycerol_high"	"NA"
"YDL100C"	"5_350_3h84.1.A_5b3a4772732c1ecadf18ced8"	"NA"	"NA"	5	350	"glycerol_high"	"0.0302"
"YBR213W"	"1_273_1kyq.1.B_5b3ca7c21a200bbab3233fa9"	"NA"	"NA"	1	273	"glycerol_high"	"0.3454"
"YBR213W"	"10_186_4d7a.1.A_5b3ca7c21a200bbab3233fa5"	"NA"	"NA"	10	186	"glycerol_high"	"0.6749"
"YDR483W"	"104_442_1s4p.1.A_5b3b910f1a200b7b834817e4"	"NA"	"NA"	104	442	"glycerol_high"	"0.2477"
"YAL038W"	"2_500_1a3w.1.A_5b3d5608a03a1ba49e92f039"	"NA"	"NA"	2	500	"glycerol_high"	"NA"
"YDR173C"	"25_355_2if8.2.A_5b3a443d3b85d1ffb10b3972"	"NA"	"NA"	25	355	"glycerol_high"	"0.9612"
"YOR136W"	"20_369_3blx.1.B_5b3a80b49ffd12fd41bc381d"	"NA"	"NA"	20	369	"glycerol_high"	"0.4785"
"YOR136W"	"37_369_4aj3.1.A_5b3a80b49ffd12fd41bc3819"	"NA"	"NA"	37	369	"glycerol_high"	"0.5137"
"YER175C"	"2_299_3g5t.1.A_5b3b5314d60c59f03bedf5cc"	"NA"	"NA"	2	299	"glycerol_high"	"0.8976"
"YER175C"	"38_246_6b39.1.A_5b3b5314d60c59f03bedf5c8"	"NA"	"NA"	38	246	"glycerol_high"	"0.8661"
"YER175C"	"11_299_5jgl.2.A_5b3b5314d60c59f03bedf5c4"	"NA"	"NA"	11	299	"glycerol_high"	"0.8829"
"YOR391C"	"4_237_3mii.1.A_5b3d8892732c1e20df3c8f57"	"NA"	"NA"	4	237	"glycerol_high"	"NA"
"YHR007C"	"6_530_5eqb.1.A_5b3de5f38fd6f907b51d5ed3"	"NA"	"NA"	6	530	"glycerol_high"	"0.0562"
"YPR036W"	"1_477_5voz.1.P_5b3d0ca19ffd1220b01a8a0b"	"NA"	"NA"	1	477	"glycerol_high"	"0.143"
"YPR036W"	"2_478_1ho8.1.A_5b3d0ca19ffd1220b01a8a07"	"NA"	"NA"	2	478	"glycerol_high"	"0.1421"
"YPR036W"	"2_476_5d80.1.G_5b3d0ca19ffd1220b01a8a03"	"NA"	"NA"	2	476	"glycerol_high"	"0.1381"
"YGL148W"	"8_369_1qxo.1.B_5b3a9b35d60c5957af7310ca"	"NA"	"NA"	8	369	"glycerol_high"	"0.8725"
"YGL148W"	"1_370_1r52.1.A_5b3a9b35d60c5957af7310c6"	"NA"	"NA"	1	370	"glycerol_high"	"0.9016"
"YFR044C"	"1_480_4g1p.1.A_5b3d1a071a200b7e5aa590e7"	"NA"	"NA"	1	480	"glycerol_high"	"0.8417"
"YDR440W"	"372_508_3p2k.1.A_5b3f4c2aa03a1bd5a087a8c5"	"NA"	"NA"	372	508	"glycerol_high"	"NA"
"YDR440W"	"176_582_1u2z.3.A_5b3f4c29a03a1bd5a087a8c1"	"NA"	"NA"	176	582	"glycerol_high"	"0.2626"
"YPR160W"	"27_901_1ygp.1.A_5b4573c79ffd12aba55cbeef"	"NA"	"NA"	27	901	"glycerol_high"	"0.0973"
"YFR053C"	"15_485_3b8a.1.A_5b3d24ad9ffd123f9c2df6e1"	"NA"	"NA"	15	485	"glycerol_high"	"0.7709"
"YLR240W"	"4_875_5dfz.1.B_5b450c283b85d1a58dfed862"	"NA"	"NA"	4	875	"glycerol_high"	"0.7763"
"YIR037W"	"2_162_3cmi.1.A_5b41e7aca03a1ba914c20c7b"	"NA"	"NA"	2	162	"glycerol_high"	"0.2991"
"YJL168C"	"40_266_5v22.1.A_5b4283bf8fd6f9b12f9ad95e"	"NA"	"NA"	40	266	"glycerol_high"	"0.8697"
"YDR530C"	"1_316_4i5t.2.A_5b3ac52b9ffd12287fed993f"	"NA"	"NA"	1	316	"glycerol_high"	"0.6096"
"YKL067W"	"2_153_3b54.1.A_5b42b101732c1e031a98ebfd"	"NA"	"NA"	2	153	"glycerol_high"	"0.8813"
"YNL256W"	"296_824_2bmb.1.A_5b43ff138fd6f9427548bef3"	"NA"	"NA"	296	824	"glycerol_high"	"0.6507"
"YGL248W"	"1_369_4ojv.1.A_5b3a8060a03a1b9857357315"	"NA"	"NA"	1	369	"glycerol_high"	"0.6258"
"YBL080C"	"26_539_3ip4.1.B_5b3e3cd308cc8ffdc858626d"	"NA"	"NA"	26	539	"glycerol_high"	"0.8772"
"YBL080C"	"31_523_3ip4.1.B_5b3e3cd308cc8ffdc8586269"	"NA"	"NA"	31	523	"glycerol_high"	"0.8763"
"YPL069C"	"1_335_2z7i.1.A_5b3a9ecfa03a1be52d75e346"	"NA"	"NA"	1	335	"glycerol_high"	"0.5616"
"YHR037W"	"43_565_4oe4.1.E_5b3f1eea1a200b92eced0411"	"NA"	"NA"	43	565	"glycerol_high"	"0.0263"
"YHR037W"	"28_574_3v9h.1.A_5b3f1eea1a200b92eced040d"	"NA"	"NA"	28	574	"glycerol_high"	"0.1948"
"YMR020W"	"6_508_1yy5.1.A_5b3d6dec1a200bbfc84eb904"	"NA"	"NA"	6	508	"glycerol_high"	"0.6333"
"YIL020C"	"2_261_2agk.1.A_5b3d11a13b85d1a03cf28b3f"	"NA"	"NA"	2	261	"glycerol_high"	"0.5021"
"YDR428C"	"1_261_1vkh.1.A_5b3d113aa03a1b52191b11ed"	"NA"	"NA"	1	261	"glycerol_high"	"0.7665"
"YHR119W"	"244_483_4pkd.1.B_5b4777caa03a1b57b362dbbc"	"NA"	"NA"	244	483	"glycerol_high"	"0.6082"
"YHR119W"	"911_1080_2w5y.1.A_5b4777caa03a1b57b362dbb8"	"NA"	"NA"	911	1080	"glycerol_high"	"0.8809"
